No.,Time,Source,Destination,Protocol,Length,Info,Label
4494,66.22502794,10.244.0.17,10.244.0.16,TCP,105,"8000  >  39586 [PSH, ACK] Seq=1 Ack=239 Win=64128 Len=39 TSval=1437843456 TSecr=3340743845",0
4495,66.22506687,10.244.0.16,10.244.0.17,TCP,66,39586  >  8000 [ACK] Seq=239 Ack=40 Win=64896 Len=0 TSval=3340743852 TSecr=1437843456,0
4496,66.23031266,10.244.0.16,10.244.0.17,TCP,75,"39586  >  8000 [PSH, ACK] Seq=239 Ack=40 Win=64896 Len=9 TSval=3340743858 TSecr=1437843456",0
4497,66.23140205,10.244.0.17,10.244.0.16,TCP,83,"8000  >  39586 [PSH, ACK] Seq=40 Ack=248 Win=64128 Len=17 TSval=1437843463 TSecr=3340743858",0
4498,66.23537539,10.244.0.16,10.244.0.17,TCP,79,"39586  >  8000 [PSH, ACK] Seq=248 Ack=57 Win=64896 Len=13 TSval=3340743863 TSecr=1437843463",0
4499,66.27812439,10.244.0.17,10.244.0.16,TCP,88,"8000  >  39586 [PSH, ACK] Seq=57 Ack=261 Win=64128 Len=22 TSval=1437843509 TSecr=3340743863",0
4500,66.28285967,10.244.0.16,10.244.0.17,TCP,66,"39586  >  8000 [RST, ACK] Seq=261 Ack=79 Win=64896 Len=0 TSval=3340743910 TSecr=1437843509",0
4501,66.49800315,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
4502,66.49965974,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
4503,66.86377131,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
4504,66.86408689,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
4525,67.32758627,10.244.0.11,10.244.0.8,TCP,66,49862  >  27017 [ACK] Seq=1 Ack=1825 Win=502 Len=0 TSval=1788647519 TSecr=3812470509,0
4533,67.51349269,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
4534,67.51358205,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
4540,67.87167133,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
4541,67.87182923,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
4556,68.11730938,10.244.0.10,10.244.0.8,TCP,66,[TCP Keep-Alive] 57538  >  27017 [ACK] Seq=1 Ack=1 Win=505 Len=0 TSval=1426677600 TSecr=4121623476,0
4568,68.28521909,10.244.0.16,10.244.0.3,DNS,105,Standard query 0xe2b1 AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
4569,68.28535894,10.244.0.16,10.244.0.2,DNS,105,Standard query 0x3930 A udr-nudr.free5gc.svc.cluster.local OPT,0
4570,68.2896856,10.244.0.3,10.244.0.16,DNS,198,Standard query response 0xe2b1 AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4571,68.28982163,10.244.0.2,10.244.0.16,DNS,155,Standard query response 0x3930 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
4572,68.29231628,10.244.0.16,10.244.0.17,TCP,74,38930  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340745920 TSecr=0 WS=128,0
4573,68.29236005,10.244.0.17,10.244.0.16,TCP,74,"8000  >  38930 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437845524 TSecr=3340745920 WS=128",0
4574,68.2923735,10.244.0.16,10.244.0.17,TCP,66,38930  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340745920 TSecr=1437845524,0
4575,68.29574058,10.244.0.16,10.244.0.17,TCP,130,"38930  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340745923 TSecr=1437845524",0
4576,68.2957582,10.244.0.17,10.244.0.16,TCP,66,8000  >  38930 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437845527 TSecr=3340745923,0
4577,68.29583485,10.244.0.16,10.244.0.17,TCP,240,"38930  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=174 TSval=3340745923 TSecr=1437845527",0
4578,68.29584246,10.244.0.17,10.244.0.16,TCP,66,8000  >  38930 [ACK] Seq=1 Ack=239 Win=64128 Len=0 TSval=1437845527 TSecr=3340745923,0
4579,68.29601947,10.244.0.17,10.244.0.16,TCP,105,"8000  >  38930 [PSH, ACK] Seq=1 Ack=239 Win=64128 Len=39 TSval=1437845527 TSecr=3340745923",0
4580,68.2960338,10.244.0.16,10.244.0.17,TCP,66,38930  >  8000 [ACK] Seq=239 Ack=40 Win=64896 Len=0 TSval=3340745923 TSecr=1437845527,0
4581,68.29605149,10.244.0.17,10.244.0.16,TCP,88,"8000  >  38930 [PSH, ACK] Seq=40 Ack=239 Win=64128 Len=22 TSval=1437845527 TSecr=3340745923",0
4582,68.29605756,10.244.0.16,10.244.0.17,TCP,66,38930  >  8000 [ACK] Seq=239 Ack=62 Win=64896 Len=0 TSval=3340745923 TSecr=1437845527,0
4583,68.29634199,10.244.0.17,10.244.0.8,TCP,360,"38286  >  27017 [PSH, ACK] Seq=8461 Ack=9857 Win=64256 Len=294 TSval=600340031 TSecr=1126389003 [TCP segment of a reassembled PDU]",0
4584,68.29796794,10.244.0.16,10.244.0.17,TCP,75,"38930  >  8000 [PSH, ACK] Seq=239 Ack=62 Win=64896 Len=9 TSval=3340745925 TSecr=1437845527",0
4585,68.30094041,10.244.0.8,10.244.0.17,TCP,749,"27017  >  38286 [PSH, ACK] Seq=9857 Ack=8755 Win=64128 Len=683 TSval=1126395007 TSecr=600340031 [TCP segment of a reassembled PDU]",0
4586,68.30095755,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=8755 Ack=10540 Win=64256 Len=0 TSval=600340035 TSecr=1126395007,0
4587,68.30821072,10.244.0.17,10.244.0.16,TCP,129,"8000  >  38930 [PSH, ACK] Seq=62 Ack=248 Win=64128 Len=63 TSval=1437845539 TSecr=3340745925",0
4588,68.31494241,10.244.0.17,10.244.0.16,TCP,902,"8000  >  38930 [PSH, ACK] Seq=125 Ack=248 Win=64128 Len=836 TSval=1437845546 TSecr=3340745925",0
4589,68.31549172,10.244.0.16,10.244.0.17,TCP,66,38930  >  8000 [ACK] Seq=248 Ack=961 Win=64256 Len=0 TSval=3340745943 TSecr=1437845539,0
4590,68.315889,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,232,InitialContextSetupRequest,0
4591,68.31741993,10.244.0.16,10.244.0.14,TCP,129,"8000  >  46948 [PSH, ACK] Seq=62 Ack=272 Win=64128 Len=63 TSval=3152208841 TSecr=4228299246",0
4592,68.31747175,10.244.0.16,10.244.0.14,TCP,482,"8000  >  46948 [PSH, ACK] Seq=125 Ack=272 Win=64128 Len=416 TSval=3152208841 TSecr=4228299246",0
4593,68.31994325,10.244.0.16,10.244.0.14,TCP,83,"8000  >  46948 [PSH, ACK] Seq=541 Ack=272 Win=64128 Len=17 TSval=3152208843 TSecr=4228299246",0
4594,68.32107852,10.244.0.14,10.244.0.16,TCP,66,46948  >  8000 [ACK] Seq=272 Ack=558 Win=64512 Len=0 TSval=4228302669 TSecr=3152208841,0
4595,68.32125497,10.244.0.14,10.244.0.16,TCP,66,"46948  >  8000 [FIN, ACK] Seq=272 Ack=558 Win=64512 Len=0 TSval=4228302669 TSecr=3152208841",0
4596,68.32369412,10.244.0.17,10.244.0.16,TCP,83,"8000  >  38930 [PSH, ACK] Seq=961 Ack=248 Win=64128 Len=17 TSval=1437845555 TSecr=3340745943",0
4597,68.324363,10.10.2.22,10.10.2.1,NGAP,100,InitialContextSetupResponse,0
4598,68.32446437,10.244.0.21,10.244.0.23,UDP,122,4997  >  44015 Len=80,0
4599,68.32666975,10.244.0.16,10.244.0.14,TCP,66,"8000  >  46948 [FIN, ACK] Seq=558 Ack=273 Win=64128 Len=0 TSval=3152208850 TSecr=4228302669",0
4600,68.3266908,10.244.0.14,10.244.0.16,TCP,66,46948  >  8000 [ACK] Seq=273 Ack=559 Win=64512 Len=0 TSval=4228302675 TSecr=3152208850,0
4601,68.32675826,10.244.0.14,10.244.0.2,DNS,105,Standard query 0x6d01 AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
4602,68.32684315,10.244.0.14,10.244.0.3,DNS,105,Standard query 0x2e51 A nrf-nnrf.free5gc.svc.cluster.local OPT,0
4603,68.32940995,10.244.0.2,10.244.0.14,DNS,198,Standard query response 0x6d01 AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4604,68.3385684,10.244.0.3,10.244.0.14,DNS,155,Standard query response 0x2e51 A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
4605,68.3517688,10.244.0.14,10.244.0.10,TCP,74,41836  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1330585758 TSecr=0 WS=128,0
4606,68.35187418,10.244.0.10,10.244.0.14,TCP,74,"8000  >  41836 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3787233339 TSecr=1330585758 WS=128",0
4607,68.35189352,10.244.0.14,10.244.0.10,TCP,66,41836  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1330585758 TSecr=3787233339,0
4608,68.35952901,10.244.0.14,10.244.0.10,TCP,130,"41836  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1330585766 TSecr=3787233339",0
4609,68.3595873,10.244.0.10,10.244.0.14,TCP,66,8000  >  41836 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3787233347 TSecr=1330585766,0
4610,68.36283951,10.244.0.10,10.244.0.14,TCP,105,"8000  >  41836 [PSH, ACK] Seq=1 Ack=65 Win=64256 Len=39 TSval=3787233350 TSecr=1330585766",0
4611,68.3628763,10.244.0.14,10.244.0.10,TCP,66,41836  >  8000 [ACK] Seq=65 Ack=40 Win=64896 Len=0 TSval=1330585769 TSecr=3787233350,0
4612,68.36290306,10.244.0.10,10.244.0.14,TCP,88,"8000  >  41836 [PSH, ACK] Seq=40 Ack=65 Win=64256 Len=22 TSval=3787233350 TSecr=1330585769",0
4613,68.36290957,10.244.0.14,10.244.0.10,TCP,66,41836  >  8000 [ACK] Seq=65 Ack=62 Win=64896 Len=0 TSval=1330585769 TSecr=3787233350,0
4614,68.36489196,10.244.0.14,10.244.0.10,TCP,234,"41836  >  8000 [PSH, ACK] Seq=65 Ack=62 Win=64896 Len=168 TSval=1330585771 TSecr=3787233350",0
4615,68.36544597,10.244.0.14,10.244.0.10,TCP,75,"41836  >  8000 [PSH, ACK] Seq=233 Ack=62 Win=64896 Len=9 TSval=1330585772 TSecr=3787233350",0
4616,68.36651838,10.244.0.10,10.244.0.14,TCP,83,"8000  >  41836 [PSH, ACK] Seq=62 Ack=242 Win=64128 Len=17 TSval=3787233354 TSecr=1330585771",0
4617,68.36659242,10.244.0.16,10.244.0.17,TCP,66,38930  >  8000 [ACK] Seq=248 Ack=978 Win=64256 Len=0 TSval=3340745994 TSecr=1437845555,0
4618,68.37002241,10.244.0.14,10.244.0.10,TCP,79,"41836  >  8000 [PSH, ACK] Seq=242 Ack=79 Win=64896 Len=13 TSval=1330585776 TSecr=3787233354",0
4619,68.37549916,10.244.0.14,10.244.0.10,TCP,66,"41836  >  8000 [FIN, ACK] Seq=255 Ack=79 Win=64896 Len=0 TSval=1330585782 TSecr=3787233354",0
4620,68.37859133,10.244.0.10,10.244.0.14,TCP,66,"8000  >  41836 [FIN, ACK] Seq=79 Ack=256 Win=64128 Len=0 TSval=3787233366 TSecr=1330585776",0
4621,68.37861489,10.244.0.14,10.244.0.10,TCP,66,41836  >  8000 [ACK] Seq=256 Ack=80 Win=64896 Len=0 TSval=1330585785 TSecr=3787233366,0
4622,68.38226741,10.244.0.14,10.244.0.2,DNS,105,Standard query 0x1a4d AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
4623,68.38237304,10.244.0.14,10.244.0.2,DNS,105,Standard query 0x505e A nrf-nnrf.free5gc.svc.cluster.local OPT,0
4624,68.38476701,10.244.0.2,10.244.0.14,DNS,155,Standard query response 0x505e A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
4625,68.38495377,10.244.0.2,10.244.0.14,DNS,198,Standard query response 0x1a4d AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4626,68.38521469,10.244.0.14,10.244.0.10,TCP,74,41840  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1330585791 TSecr=0 WS=128,0
4627,68.38526896,10.244.0.10,10.244.0.14,TCP,74,"8000  >  41840 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3787233372 TSecr=1330585791 WS=128",0
4628,68.38528296,10.244.0.14,10.244.0.10,TCP,66,41840  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1330585792 TSecr=3787233372,0
4629,68.38569281,10.244.0.14,10.244.0.10,TCP,130,"41840  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1330585792 TSecr=3787233372",0
4630,68.38571431,10.244.0.10,10.244.0.14,TCP,66,8000  >  41840 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3787233373 TSecr=1330585792,0
4631,68.38585768,10.244.0.14,10.244.0.10,TCP,234,"41840  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=168 TSval=1330585792 TSecr=3787233373",0
4632,68.38587338,10.244.0.10,10.244.0.14,TCP,66,8000  >  41840 [ACK] Seq=1 Ack=233 Win=64128 Len=0 TSval=3787233373 TSecr=1330585792,0
4633,68.3860766,10.244.0.10,10.244.0.14,TCP,105,"8000  >  41840 [PSH, ACK] Seq=1 Ack=233 Win=64128 Len=39 TSval=3787233373 TSecr=1330585792",0
4634,68.38609562,10.244.0.14,10.244.0.10,TCP,66,41840  >  8000 [ACK] Seq=233 Ack=40 Win=64896 Len=0 TSval=1330585792 TSecr=3787233373,0
4635,68.38669666,10.244.0.10,10.244.0.14,TCP,88,"8000  >  41840 [PSH, ACK] Seq=40 Ack=233 Win=64128 Len=22 TSval=3787233374 TSecr=1330585792",0
4636,68.38670897,10.244.0.14,10.244.0.10,TCP,66,41840  >  8000 [ACK] Seq=233 Ack=62 Win=64896 Len=0 TSval=1330585793 TSecr=3787233374,0
4637,68.38670396,10.244.0.14,10.244.0.10,TCP,75,"41840  >  8000 [PSH, ACK] Seq=233 Ack=62 Win=64896 Len=9 TSval=1330585793 TSecr=3787233374",0
4638,68.39006337,10.244.0.10,10.244.0.8,TCP,365,"[TCP ACKed unseen segment] 38622  >  27017 [PSH, ACK] Seq=6587 Ack=27019 Win=502 Len=299 TSval=1426677872 TSecr=4121635253 [TCP segment of a reassembled PDU]",0
4639,68.40812822,10.244.0.10,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38622  >  27017 [ACK] Seq=6886 Ack=29357 Win=498 Len=0 TSval=1426677889 TSecr=4121638869,0
4640,68.43145597,10.244.0.10,10.244.0.14,TCP,66,8000  >  41840 [ACK] Seq=62 Ack=242 Win=64128 Len=0 TSval=3787233419 TSecr=1330585793,0
4641,68.48507148,10.244.0.10,10.244.0.14,TCP,129,"8000  >  41840 [PSH, ACK] Seq=62 Ack=242 Win=64128 Len=63 TSval=3787233472 TSecr=1330585793",0
4642,68.48514126,10.244.0.10,10.244.0.14,TCP,2072,"8000  >  41840 [PSH, ACK] Seq=125 Ack=242 Win=64128 Len=2006 TSval=3787233472 TSecr=1330585793",0
4643,68.48705133,10.244.0.10,10.244.0.14,TCP,83,"8000  >  41840 [PSH, ACK] Seq=2131 Ack=242 Win=64128 Len=17 TSval=3787233474 TSecr=1330585793",0
4644,68.48805743,10.244.0.14,10.244.0.10,TCP,66,41840  >  8000 [ACK] Seq=242 Ack=2148 Win=64256 Len=0 TSval=1330585894 TSecr=3787233472,0
4645,68.48830409,10.244.0.14,10.244.0.10,TCP,66,"41840  >  8000 [FIN, ACK] Seq=242 Ack=2148 Win=64256 Len=0 TSval=1330585895 TSecr=3787233472",0
4646,68.49496716,10.244.0.14,10.244.0.3,DNS,105,Standard query 0x8ece AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
4647,68.49622255,10.244.0.14,10.244.0.3,DNS,105,Standard query 0x6be9 A nrf-nnrf.free5gc.svc.cluster.local OPT,0
4648,68.50267889,10.244.0.3,10.244.0.14,DNS,155,Standard query response 0x6be9 A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
4649,68.50273621,10.244.0.3,10.244.0.14,DNS,198,Standard query response 0x8ece AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4650,68.50436393,10.244.0.14,10.244.0.10,TCP,74,41856  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1330585911 TSecr=0 WS=128,0
4651,68.50440058,10.244.0.10,10.244.0.14,TCP,74,"8000  >  41856 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3787233492 TSecr=1330585911 WS=128",0
4652,68.50441381,10.244.0.14,10.244.0.10,TCP,66,41856  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1330585911 TSecr=3787233492,0
4653,68.50452594,10.244.0.14,10.244.0.10,TCP,130,"41856  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1330585911 TSecr=3787233492",0
4654,68.50453907,10.244.0.10,10.244.0.14,TCP,66,8000  >  41856 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3787233492 TSecr=1330585911,0
4655,68.50460683,10.244.0.14,10.244.0.10,TCP,210,"41856  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=144 TSval=1330585911 TSecr=3787233492",0
4656,68.50461814,10.244.0.10,10.244.0.14,TCP,66,8000  >  41856 [ACK] Seq=1 Ack=209 Win=64128 Len=0 TSval=3787233492 TSecr=1330585911,0
4657,68.526892,10.10.2.1,10.10.2.22,SCTP,64,SACK ,0
4658,68.53134535,10.244.0.10,10.244.0.14,TCP,66,8000  >  41840 [ACK] Seq=2148 Ack=243 Win=64128 Len=0 TSval=3787233519 TSecr=1330585895,0
4659,68.53453184,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
4660,68.53464832,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
4661,68.57432577,10.244.0.10,10.244.0.14,TCP,66,"8000  >  41840 [FIN, ACK] Seq=2148 Ack=243 Win=64128 Len=0 TSval=3787233562 TSecr=1330585895",0
4662,68.57443163,10.244.0.14,10.244.0.10,TCP,66,41840  >  8000 [ACK] Seq=243 Ack=2149 Win=64256 Len=0 TSval=1330585981 TSecr=3787233562,0
4663,68.57522082,10.244.0.10,10.244.0.14,TCP,105,"8000  >  41856 [PSH, ACK] Seq=1 Ack=209 Win=64128 Len=39 TSval=3787233562 TSecr=1330585911",0
4664,68.5752434,10.244.0.14,10.244.0.10,TCP,66,41856  >  8000 [ACK] Seq=209 Ack=40 Win=64896 Len=0 TSval=1330585981 TSecr=3787233562,0
4665,68.57534752,10.244.0.10,10.244.0.14,TCP,88,"8000  >  41856 [PSH, ACK] Seq=40 Ack=209 Win=64128 Len=22 TSval=3787233563 TSecr=1330585981",0
4666,68.57535645,10.244.0.14,10.244.0.10,TCP,66,41856  >  8000 [ACK] Seq=209 Ack=62 Win=64896 Len=0 TSval=1330585982 TSecr=3787233563,0
4667,68.57549449,10.244.0.14,10.244.0.10,TCP,75,"41856  >  8000 [PSH, ACK] Seq=209 Ack=62 Win=64896 Len=9 TSval=1330585982 TSecr=3787233563",0
4668,68.57551414,10.244.0.10,10.244.0.14,TCP,66,8000  >  41856 [ACK] Seq=62 Ack=218 Win=64128 Len=0 TSval=3787233563 TSecr=1330585982,0
4669,68.57612708,10.244.0.10,10.244.0.8,TCP,330,"[TCP ACKed unseen segment] 38622  >  27017 [PSH, ACK] Seq=6886 Ack=29357 Win=502 Len=264 TSval=1426678058 TSecr=4121638869 [TCP segment of a reassembled PDU]",0
4670,68.57809501,10.244.0.10,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38622  >  27017 [ACK] Seq=7150 Ack=31734 Win=498 Len=0 TSval=1426678060 TSecr=4121639040,0
4671,68.6846062,10.244.0.10,10.244.0.14,TCP,129,"8000  >  41856 [PSH, ACK] Seq=62 Ack=218 Win=64128 Len=63 TSval=3787233672 TSecr=1330585982",0
4672,68.68977679,10.244.0.10,10.244.0.14,TCP,2128,"8000  >  41856 [PSH, ACK] Seq=125 Ack=218 Win=64128 Len=2062 TSval=3787233677 TSecr=1330585982",0
4673,68.69370573,10.244.0.14,10.244.0.10,TCP,66,41856  >  8000 [ACK] Seq=218 Ack=2187 Win=64256 Len=0 TSval=1330586100 TSecr=3787233672,0
4674,68.6947602,10.244.0.10,10.244.0.14,TCP,83,"8000  >  41856 [PSH, ACK] Seq=2187 Ack=218 Win=64128 Len=17 TSval=3787233682 TSecr=1330586100",0
4675,68.70032298,10.244.0.14,10.244.0.10,TCP,66,"41856  >  8000 [FIN, ACK] Seq=218 Ack=2204 Win=64256 Len=0 TSval=1330586107 TSecr=3787233682",0
4676,68.70325001,10.244.0.10,10.244.0.14,TCP,66,"8000  >  41856 [FIN, ACK] Seq=2204 Ack=219 Win=64128 Len=0 TSval=3787233690 TSecr=1330586107",0
4677,68.70328152,10.244.0.14,10.244.0.10,TCP,66,41856  >  8000 [ACK] Seq=219 Ack=2205 Win=64256 Len=0 TSval=1330586109 TSecr=3787233690,0
4678,68.77457877,10.244.0.14,10.244.0.3,DNS,105,Standard query 0xea70 AAAA pcf-npcf.free5gc.svc.cluster.local OPT,0
4679,68.77456615,10.244.0.14,10.244.0.3,DNS,105,Standard query 0x5530 A pcf-npcf.free5gc.svc.cluster.local OPT,0
4680,68.7751744,10.244.0.3,10.244.0.14,DNS,155,Standard query response 0x5530 A pcf-npcf.free5gc.svc.cluster.local A 10.101.199.229 OPT,0
4681,68.77534483,10.244.0.3,10.244.0.14,DNS,198,Standard query response 0xea70 AAAA pcf-npcf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4682,68.77567044,10.244.0.14,10.244.0.11,TCP,74,55210  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1315782586 TSecr=0 WS=128,0
4683,68.77597996,10.244.0.11,10.244.0.14,TCP,74,"8000  >  55210 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3483011678 TSecr=1315782586 WS=128",0
4684,68.77600088,10.244.0.14,10.244.0.11,TCP,66,55210  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1315782586 TSecr=3483011678,0
4685,68.77658866,10.244.0.14,10.244.0.11,TCP,130,"55210  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1315782587 TSecr=3483011678",0
4686,68.77661052,10.244.0.11,10.244.0.14,TCP,66,8000  >  55210 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3483011679 TSecr=1315782587,0
4687,68.7767929,10.244.0.14,10.244.0.11,TCP,173,"55210  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=107 TSval=1315782587 TSecr=3483011679",0
4688,68.77680902,10.244.0.11,10.244.0.14,TCP,66,8000  >  55210 [ACK] Seq=1 Ack=172 Win=64256 Len=0 TSval=3483011679 TSecr=1315782587,0
4689,68.77710755,10.244.0.14,10.244.0.11,TCP,585,"55210  >  8000 [PSH, ACK] Seq=172 Ack=1 Win=64896 Len=519 TSval=1315782587 TSecr=3483011679",0
4690,68.77711256,10.244.0.11,10.244.0.14,TCP,66,8000  >  55210 [ACK] Seq=1 Ack=691 Win=63744 Len=0 TSval=3483011679 TSecr=1315782587,0
4691,68.77726967,10.244.0.11,10.244.0.14,TCP,105,"8000  >  55210 [PSH, ACK] Seq=1 Ack=691 Win=64128 Len=39 TSval=3483011679 TSecr=1315782587",0
4692,68.77728769,10.244.0.14,10.244.0.11,TCP,66,55210  >  8000 [ACK] Seq=691 Ack=40 Win=64896 Len=0 TSval=1315782588 TSecr=3483011679,0
4693,68.77730757,10.244.0.11,10.244.0.14,TCP,88,"8000  >  55210 [PSH, ACK] Seq=40 Ack=691 Win=64128 Len=22 TSval=3483011680 TSecr=1315782588",0
4694,68.77731375,10.244.0.14,10.244.0.11,TCP,66,55210  >  8000 [ACK] Seq=691 Ack=62 Win=64896 Len=0 TSval=1315782588 TSecr=3483011680,0
4695,68.77778017,10.244.0.14,10.244.0.11,TCP,75,"55210  >  8000 [PSH, ACK] Seq=691 Ack=62 Win=64896 Len=9 TSval=1315782588 TSecr=3483011680",0
4696,68.78070455,10.244.0.11,10.244.0.3,DNS,105,Standard query 0x7335 A udr-nudr.free5gc.svc.cluster.local OPT,0
4697,68.78309758,10.244.0.3,10.244.0.11,DNS,155,Standard query response 0x7335 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
4698,68.78069866,10.244.0.11,10.244.0.2,DNS,105,Standard query 0xa4cc AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
4699,68.79193793,10.244.0.2,10.244.0.11,DNS,198,Standard query response 0xa4cc AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4700,68.80897492,10.244.0.11,10.244.0.17,TCP,74,57136  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1287679466 TSecr=0 WS=128,0
4701,68.8090753,10.244.0.17,10.244.0.11,TCP,74,"8000  >  57136 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=4106063604 TSecr=1287679466 WS=128",0
4702,68.80909537,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1287679466 TSecr=4106063604,0
4703,68.81104886,10.244.0.11,10.244.0.17,TCP,130,"57136  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1287679468 TSecr=4106063604",0
4704,68.81106895,10.244.0.17,10.244.0.11,TCP,66,8000  >  57136 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=4106063606 TSecr=1287679468,0
4705,68.81118497,10.244.0.11,10.244.0.17,TCP,229,"57136  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=163 TSval=1287679468 TSecr=4106063606",0
4706,68.81119925,10.244.0.17,10.244.0.11,TCP,66,8000  >  57136 [ACK] Seq=1 Ack=228 Win=64128 Len=0 TSval=4106063606 TSecr=1287679468,0
4707,68.81740523,10.244.0.17,10.244.0.11,TCP,105,"8000  >  57136 [PSH, ACK] Seq=1 Ack=228 Win=64128 Len=39 TSval=4106063613 TSecr=1287679468",0
4708,68.81742979,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=228 Ack=40 Win=64896 Len=0 TSval=1287679475 TSecr=4106063613,0
4709,68.8174523,10.244.0.17,10.244.0.11,TCP,88,"8000  >  57136 [PSH, ACK] Seq=40 Ack=228 Win=64128 Len=22 TSval=4106063613 TSecr=1287679475",0
4710,68.81745865,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=228 Ack=62 Win=64896 Len=0 TSval=1287679475 TSecr=4106063613,0
